USER_ID,EVENT_TIME,GROUP_TYPE,LANDING_PAGE,CONVERTED
860701,2017-01-18 10:23:07.486,treatment,new_page,0
823211,2017-01-06 21:52:26.487,treatment,new_page,0
770444,2017-01-04 12:35:49.546,control,old_page,1
759891,2017-01-12 08:55:30.155,control,old_page,1
786370,2017-01-12 12:09:53.703,treatment,new_page,0
871468,2017-01-03 07:18:47.124,treatment,new_page,1
912472,2017-01-22 15:10:25.573,treatment,new_page,0
889555,2017-01-02 14:06:27.592,treatment,new_page,0
731314,2017-01-03 23:43:50.915,treatment,new_page,0
706951,2017-01-09 10:05:04.463,treatment,new_page,0
925682,2017-01-15 04:32:40.908,treatment,new_page,1
652924,2017-01-09 09:27:51.454,treatment,new_page,1
855642,2017-01-11 14:35:22.232,control,old_page,0
697516,2017-01-21 20:21:57.349,treatment,new_page,0
754850,2017-01-17 16:06:54.620,treatment,new_page,0
751953,2017-01-23 10:12:37.797,control,old_page,0
653923,2017-01-09 21:31:30.754,treatment,new_page,1
896800,2017-01-11 16:51:51.671,treatment,new_page,0
899438,2017-01-23 03:20:10.612,treatment,new_page,0
888484,2017-01-23 10:48:45.827,treatment,new_page,0
895181,2017-01-15 05:26:14.151,treatment,new_page,0
774852,2017-01-17 22:18:43.798,treatment,new_page,0
797393,2017-01-20 17:12:23.458,treatment,new_page,0
801176,2017-01-22 04:38:09.757,treatment,new_page,0
734448,2017-01-13 16:46:50.073,control,old_page,0
776201,2017-01-11 21:11:22.731,control,old_page,0
703815,2017-01-18 12:53:26.288,treatment,new_page,0
870964,2017-01-20 03:35:13.754,control,old_page,0
641557,2017-01-17 05:34:18.299,treatment,new_page,0
714072,2017-01-03 00:22:35.977,treatment,new_page,0
904021,2017-01-23 17:04:24.078,control,old_page,1
839342,2017-01-10 11:18:57.068,control,old_page,0
867472,2017-01-05 10:51:30.317,treatment,new_page,0
759845,2017-01-22 06:35:53.316,control,old_page,0
895982,2017-01-13 13:39:36.366,treatment,new_page,0
762022,2017-01-11 12:07:29.113,control,old_page,0
934158,2017-01-06 03:55:42.153,control,old_page,0
937792,2017-01-08 02:47:53.847,control,old_page,0
749740,2017-01-18 14:16:46.033,treatment,new_page,0
785613,2017-01-24 02:30:06.084,treatment,new_page,0
794866,2017-01-23 19:31:45.506,treatment,new_page,0
868047,2017-01-07 22:41:52.064,treatment,new_page,0
877136,2017-01-21 14:48:16.080,control,old_page,1
693082,2017-01-20 23:07:25.544,treatment,new_page,0
874318,2017-01-15 12:28:05.558,treatment,new_page,0
686851,2017-01-19 06:34:21.699,treatment,new_page,0
810300,2017-01-24 10:11:08.547,control,old_page,1
759353,2017-01-17 22:33:37.010,treatment,new_page,0
783186,2017-01-19 01:14:17.887,control,old_page,0
874321,2017-01-05 01:17:07.008,treatment,new_page,0
814944,2017-01-16 10:25:17.550,treatment,new_page,0
919270,2017-01-12 05:09:44.083,control,old_page,0
725880,2017-01-11 17:43:56.428,treatment,new_page,0
791812,2017-01-11 20:13:27.913,treatment,new_page,0
730679,2017-01-19 22:55:42.807,treatment,new_page,0
765787,2017-01-21 02:50:08.359,control,old_page,0
762326,2017-01-19 09:45:44.834,treatment,new_page,0
804197,2017-01-02 19:14:39.574,treatment,new_page,0
659788,2017-01-03 03:49:39.944,control,old_page,0
910735,2017-01-07 14:57:24.680,control,old_page,0
855959,2017-01-10 06:43:13.452,control,old_page,0
718026,2017-01-16 13:10:27.594,control,old_page,0
788462,2017-01-14 12:48:16.276,control,old_page,0
758042,2017-01-10 10:52:30.838,control,old_page,0
819841,2017-01-18 04:14:53.455,treatment,new_page,0
876076,2017-01-05 20:42:13.031,control,old_page,0
721410,2017-01-23 06:58:10.407,control,old_page,0
880464,2017-01-10 18:45:38.757,treatment,new_page,1
642865,2017-01-09 03:22:32.706,treatment,new_page,0
656368,2017-01-22 11:26:58.024,treatment,new_page,0
898623,2017-01-11 09:20:18.499,treatment,new_page,1
650883,2017-01-23 13:01:47.299,treatment,new_page,0
675477,2017-01-11 04:26:23.882,control,old_page,0
705306,2017-01-12 19:47:05.726,treatment,new_page,0
683619,2017-01-12 11:58:31.732,treatment,new_page,0
779247,2017-01-11 11:05:47.154,treatment,new_page,0
847608,2017-01-03 15:01:38.192,control,old_page,0
650798,2017-01-11 16:22:46.446,control,old_page,0
713338,2017-01-14 14:47:21.299,control,old_page,0
689994,2017-01-23 00:51:44.758,treatment,new_page,0
731199,2017-01-06 19:31:55.446,treatment,new_page,1
769984,2017-01-16 22:06:29.653,control,old_page,0
907153,2017-01-24 06:31:25.595,control,old_page,0
733015,2017-01-23 06:34:12.062,control,old_page,1
767540,2017-01-07 20:19:49.861,control,old_page,0
641547,2017-01-05 03:34:18.991,control,old_page,0
741812,2017-01-22 02:58:19.603,control,old_page,0
739053,2017-01-14 13:42:57.582,treatment,new_page,1
664419,2017-01-11 12:22:46.024,control,old_page,1
785494,2017-01-17 14:45:31.764,treatment,new_page,0
840326,2017-01-10 19:35:39.569,control,old_page,0
687191,2017-01-21 18:42:53.028,treatment,new_page,0
713631,2017-01-19 09:51:06.131,control,old_page,0
655851,2017-01-03 05:38:34.205,treatment,new_page,1
915053,2017-01-04 10:52:15.507,control,old_page,0
685181,2017-01-16 11:11:31.427,treatment,new_page,0
653643,2017-01-22 03:58:02.124,treatment,new_page,0
750874,2017-01-08 17:11:55.833,control,old_page,0
713156,2017-01-09 22:38:30.344,control,old_page,0
944882,2017-01-11 02:17:02.546,treatment,new_page,0
785384,2017-01-06 02:44:15.311,control,old_page,0
647039,2017-01-13 01:59:58.490,treatment,new_page,0
896863,2017-01-17 10:31:07.501,control,old_page,1
762927,2017-01-05 10:18:41.860,control,old_page,0
882669,2017-01-16 02:35:47.639,treatment,new_page,0
651361,2017-01-05 11:42:26.564,control,old_page,0
825807,2017-01-14 23:10:45.559,treatment,new_page,0
697344,2017-01-07 23:33:05.873,control,old_page,0
762189,2017-01-07 21:30:30.642,treatment,new_page,0
791519,2017-01-13 22:59:16.859,treatment,new_page,0
775972,2017-01-14 23:35:32.772,treatment,new_page,0
871025,2017-01-17 04:42:21.950,treatment,new_page,0
658582,2017-01-07 14:58:04.510,treatment,new_page,0
700066,2017-01-16 19:18:49.620,control,old_page,0
638002,2017-01-12 23:13:24.824,treatment,new_page,0
919493,2017-01-17 13:52:11.504,control,old_page,0
906502,2017-01-17 20:32:40.692,treatment,new_page,0
685858,2017-01-04 08:13:49.162,control,old_page,0
894829,2017-01-11 17:20:58.012,treatment,new_page,0
729785,2017-01-17 21:00:17.340,treatment,new_page,0
855204,2017-01-06 10:54:38.633,control,old_page,0
695741,2017-01-21 23:41:34.472,control,old_page,0
735136,2017-01-23 23:41:57.803,treatment,new_page,0
781656,2017-01-10 15:19:55.527,treatment,new_page,1
661425,2017-01-03 10:41:26.395,control,old_page,0
814630,2017-01-14 00:19:11.878,treatment,new_page,0
683525,2017-01-09 10:54:06.122,control,old_page,0
647121,2017-01-19 17:44:03.232,control,old_page,0
866020,2017-01-14 10:22:29.644,treatment,new_page,0
645416,2017-01-07 03:03:15.161,treatment,new_page,1
740242,2017-01-09 12:12:17.318,control,old_page,0
795524,2017-01-23 20:21:02.799,control,old_page,0
735660,2017-01-08 13:14:49.194,treatment,new_page,1
867118,2017-01-15 14:54:55.328,treatment,new_page,0
680517,2017-01-14 13:33:11.614,control,old_page,0
744622,2017-01-14 23:41:15.677,control,old_page,0
768776,2017-01-11 02:45:41.133,control,old_page,0
872158,2017-01-07 09:49:41.811,treatment,new_page,0
704473,2017-01-14 18:00:05.283,treatment,new_page,1
801451,2017-01-17 20:34:55.135,treatment,new_page,0
705105,2017-01-04 09:45:50.717,control,old_page,0
830276,2017-01-09 03:55:54.167,control,old_page,0
788737,2017-01-05 11:01:46.505,control,old_page,0
887085,2017-01-21 14:56:00.794,control,old_page,0
747485,2017-01-17 07:35:34.074,treatment,new_page,0
862242,2017-01-23 05:55:50.376,control,old_page,0
902355,2017-01-12 05:41:18.403,control,old_page,0
667404,2017-01-12 09:30:22.417,control,old_page,0
789521,2017-01-09 07:57:27.518,control,old_page,0
659201,2017-01-03 23:31:14.206,control,old_page,1
635403,2017-01-11 00:47:16.687,treatment,new_page,0
666179,2017-01-23 19:14:02.591,treatment,new_page,0
804171,2017-01-22 17:48:58.099,control,old_page,0
838375,2017-01-22 04:54:01.464,treatment,new_page,0
779269,2017-01-13 20:16:59.424,treatment,new_page,0
884603,2017-01-11 22:25:40.019,control,old_page,0
762124,2017-01-03 04:09:00.893,control,old_page,0
741582,2017-01-09 23:54:42.606,treatment,new_page,0
662210,2017-01-08 04:17:28.613,treatment,new_page,1
786511,2017-01-20 18:09:27.585,control,old_page,0
733876,2017-01-20 07:12:50.688,control,old_page,1
784771,2017-01-23 05:15:39.898,control,old_page,0
743804,2017-01-10 18:05:02.290,control,old_page,0
813926,2017-01-20 01:20:01.439,control,old_page,0
867019,2017-01-07 13:42:12.708,treatment,new_page,0
686010,2017-01-13 10:21:20.456,treatment,new_page,0
720337,2017-01-15 02:36:20.626,treatment,new_page,0
827371,2017-01-15 14:54:49.811,treatment,new_page,0
733248,2017-01-10 11:49:08.358,treatment,new_page,0
667403,2017-01-02 22:31:21.795,treatment,new_page,0
853656,2017-01-05 11:01:29.530,control,old_page,0
802749,2017-01-23 12:01:41.658,treatment,new_page,1
945041,2017-01-21 12:38:02.576,control,old_page,0
822383,2017-01-13 13:14:40.669,treatment,new_page,0
901621,2017-01-19 05:15:17.519,control,old_page,0
939168,2017-01-04 16:06:31.837,treatment,new_page,0
820975,2017-01-04 14:13:09.820,control,old_page,0
640453,2017-01-18 07:27:56.340,treatment,new_page,0
810952,2017-01-23 23:40:20.733,treatment,new_page,0
682396,2017-01-21 14:11:26.642,treatment,new_page,0
643625,2017-01-16 09:36:51.600,control,old_page,0
682554,2017-01-08 14:58:12.714,treatment,new_page,0
925847,2017-01-11 11:25:07.271,treatment,new_page,0
691478,2017-01-19 05:28:31.000,treatment,new_page,0
873291,2017-01-18 12:18:12.137,control,old_page,0
876363,2017-01-14 16:10:25.392,control,old_page,0
634959,2017-01-05 17:26:25.507,control,old_page,0
671534,2017-01-08 12:22:39.574,treatment,new_page,0
711938,2017-01-12 20:53:33.466,treatment,new_page,0
742481,2017-01-23 15:42:47.933,control,old_page,0
695348,2017-01-12 14:03:43.217,treatment,new_page,0
671047,2017-01-10 07:11:44.682,treatment,new_page,0
749151,2017-01-09 09:14:52.280,treatment,new_page,0
772120,2017-01-19 17:46:26.278,control,old_page,1
835450,2017-01-03 01:29:21.687,treatment,new_page,0
816744,2017-01-05 07:24:23.591,treatment,new_page,0
676637,2017-01-08 17:46:59.225,control,old_page,0
919388,2017-01-09 00:42:44.477,treatment,new_page,1
913322,2017-01-05 12:55:43.158,control,old_page,1
794131,2017-01-02 23:35:47.694,control,old_page,0
921350,2017-01-09 02:45:40.133,control,old_page,0
651819,2017-01-13 08:53:45.295,control,old_page,0
942337,2017-01-14 13:27:59.704,control,old_page,0
768403,2017-01-06 05:11:49.364,treatment,new_page,0
841052,2017-01-13 02:04:30.380,treatment,new_page,0
751847,2017-01-12 18:54:17.615,control,old_page,0
747753,2017-01-05 01:35:04.950,control,old_page,0
770338,2017-01-14 09:08:46.459,control,old_page,0
712279,2017-01-15 15:21:39.263,treatment,new_page,0
643121,2017-01-02 17:43:02.516,control,old_page,0
686754,2017-01-18 03:07:11.606,control,old_page,0
767934,2017-01-03 14:31:52.459,treatment,new_page,1
902516,2017-01-21 15:10:55.213,control,old_page,0
664415,2017-01-07 18:15:31.401,control,old_page,0
842813,2017-01-08 20:04:30.388,treatment,new_page,0
755525,2017-01-04 13:07:09.679,control,old_page,0
806381,2017-01-19 06:24:08.006,control,old_page,0
697287,2017-01-22 02:53:21.207,treatment,new_page,0
751376,2017-01-06 12:56:30.130,treatment,new_page,0
633170,2017-01-15 14:23:03.803,control,old_page,0
780584,2017-01-16 09:39:40.410,control,old_page,1
681730,2017-01-22 18:36:02.387,treatment,new_page,0
822592,2017-01-18 07:17:24.130,treatment,new_page,0
845132,2017-01-08 04:31:53.707,control,old_page,0
707228,2017-01-08 07:05:00.295,control,old_page,0
944552,2017-01-15 05:49:01.308,treatment,new_page,0
693549,2017-01-22 05:30:32.733,treatment,new_page,0
757474,2017-01-21 11:31:48.324,control,old_page,0
912029,2017-01-19 16:33:19.485,control,old_page,0
811508,2017-01-18 08:58:41.930,treatment,new_page,0
823407,2017-01-23 08:48:09.655,treatment,new_page,0
898056,2017-01-02 23:59:18.956,treatment,new_page,0
646329,2017-01-16 14:04:39.423,treatment,new_page,0
784479,2017-01-07 18:28:56.751,treatment,new_page,0
935352,2017-01-17 11:10:58.056,treatment,new_page,0
784164,2017-01-16 10:29:09.405,control,old_page,0
756196,2017-01-16 18:53:45.957,treatment,new_page,0
925375,2017-01-05 01:24:49.935,treatment,new_page,0
684049,2017-01-11 19:23:44.961,treatment,new_page,0
916457,2017-01-03 03:06:00.272,control,old_page,0
669397,2017-01-23 09:39:47.100,control,old_page,0
771754,2017-01-16 16:15:26.262,treatment,new_page,0
940184,2017-01-21 17:14:42.213,control,old_page,0
717324,2017-01-09 18:35:36.233,control,old_page,0
786859,2017-01-15 06:17:01.807,control,old_page,0
657752,2017-01-05 23:20:16.317,treatment,new_page,0
844380,2017-01-23 18:15:31.548,treatment,new_page,0
828958,2017-01-11 00:05:36.130,treatment,new_page,1
655169,2017-01-18 09:31:59.157,treatment,new_page,0
843508,2017-01-20 02:02:24.346,control,old_page,0
945239,2017-01-03 22:40:56.317,treatment,new_page,0
836647,2017-01-10 06:29:17.823,treatment,new_page,0
757545,2017-01-10 02:32:39.790,control,old_page,0
730197,2017-01-09 20:57:42.666,treatment,new_page,0
681612,2017-01-11 12:53:39.042,control,old_page,0
824160,2017-01-19 06:53:17.813,control,old_page,0
799335,2017-01-12 08:38:04.960,treatment,new_page,0
919217,2017-01-14 11:27:25.844,control,old_page,0
693941,2017-01-22 01:04:13.135,control,old_page,0
674524,2017-01-22 11:44:59.182,treatment,new_page,0
772168,2017-01-10 16:54:57.693,treatment,new_page,0
642068,2017-01-17 14:44:13.906,treatment,new_page,0
810903,2017-01-06 01:46:47.156,control,old_page,0
751981,2017-01-08 02:15:25.122,treatment,new_page,0
801723,2017-01-12 16:40:15.692,control,old_page,0
655041,2017-01-09 14:24:09.982,control,old_page,0
672583,2017-01-11 14:51:44.405,control,old_page,1
938991,2017-01-11 11:25:03.799,treatment,new_page,0
677295,2017-01-10 13:55:57.716,control,old_page,0
819370,2017-01-04 23:19:11.278,control,old_page,0
932263,2017-01-03 01:36:10.468,treatment,new_page,0
908841,2017-01-03 09:04:14.244,control,old_page,0
761936,2017-01-12 11:58:49.926,treatment,new_page,1
821537,2017-01-02 17:20:18.120,control,old_page,1
698775,2017-01-17 08:06:15.855,treatment,new_page,0
731013,2017-01-13 00:18:36.463,control,old_page,0
679665,2017-01-02 19:27:08.298,control,old_page,1
790049,2017-01-03 11:01:40.698,treatment,new_page,0
687589,2017-01-22 11:00:12.224,control,old_page,0
703887,2017-01-21 19:55:00.827,control,old_page,0
875371,2017-01-10 05:11:22.126,treatment,new_page,1
891386,2017-01-16 03:00:39.221,treatment,new_page,0
905781,2017-01-11 22:09:34.271,treatment,new_page,0
787603,2017-01-14 07:05:50.446,control,old_page,0
660482,2017-01-13 09:09:30.479,treatment,new_page,0
874464,2017-01-04 21:11:47.045,treatment,new_page,0
837014,2017-01-14 21:49:40.697,control,old_page,1
683160,2017-01-09 23:12:54.690,control,old_page,0
670227,2017-01-14 09:25:34.173,control,old_page,0
921711,2017-01-18 15:42:28.223,control,old_page,0
806341,2017-01-21 03:11:10.255,control,old_page,0
807783,2017-01-12 09:16:22.937,treatment,new_page,0
940269,2017-01-06 11:41:11.731,treatment,new_page,0
726906,2017-01-13 09:37:02.813,control,old_page,0
737812,2017-01-15 05:55:21.281,control,old_page,0
704588,2017-01-18 11:48:24.640,control,old_page,1
872867,2017-01-22 13:35:28.928,control,old_page,1
792364,2017-01-23 17:47:23.991,control,old_page,0
717800,2017-01-18 12:47:55.403,control,old_page,1
934490,2017-01-11 03:14:03.251,treatment,new_page,1
944524,2017-01-22 04:21:42.671,treatment,new_page,0
914773,2017-01-22 10:30:19.559,control,old_page,0
